tag	oldtag2count	oldexttag2count	newtag2cout	newtitleexttag2count	newdescexttag2count	classifer	entropy	entropyv2
双截棍	184	944	306	342	449	0.052864714	5.21539178774558	4.58558780770806
恐怖电影	184	642	412	750	836	0.033791369	4.2368783173346	3.84650659263417
歌迷	184	3747	452	2584	2003	0.163779079	6.06953947617479	4.98815461333787
同城▄同乡	184	NULL	1	NULL	NULL	0.743753493	NULL	NULL
量刑	184	34	205	NULL	3	0.083369671	NULL	NULL
河源	184	6819	328	3142	2397	0.04306255	6.6303814080681	6.52109212732403
网赚创业	184	401	166	225	297	0.009339284	3.94921999752405	3.80892830567732
学长	184	12016	224	1086	7089	0.556297428	6.32414550174	5.40077969777533
抑郁症	184	849	532	500	700	0.084685119	4.8212312472846	4.5310669181468
多头	184	294	203	25	111	0.112636735	3.74675342514005	2.90421605170455
精灵宝可梦	184	462	934	540	431	0.189264579	5.30912070182008	4.60900384550756
学习方法	184	1994	407	103	2016	0.226715646	4.14024572489674	3.41372852041548
焦作	184	6828	491	4032	2586	0.041309759	6.83684703825716	6.71970498861291
拳皇	184	2066	459	1032	632	0.018219426	6.14420392042874	5.38251006396269
师范	184	62429	287	3887	2599	0.152057957	6.60733575452187	6.00463104810259
大ت发ت快ت三	184	67	7	NULL	4	NULL	NULL	NULL
妇女	184	9141	183	1040	967	0.159612584	5.91087542639744	5.13890428608591
治疗	184	17968	344	4945	14818	0.09661658	6.38170590449917	5.38730733947584
比亚迪宋	184	160	167	201	161	0.021097945	4.07013300692888	3.67717869846651
代写	184	3298	581	2014	4579	0.199843236	5.7509372640397	4.88045218397749
clubman	184	14	9	NULL	NULL	0.383173894	NULL	NULL
d9俱乐部报单中心	184	68	NULL	NULL	NULL	0.138448287	NULL	NULL
ྉ足ྉ球	184	89	220	112	91	NULL	0.168341946549541	0
辅食	183	781	291	132	484	0.093700207	4.49845758605024	3.91327280960471
任天堂	183	510	794	283	450	0.037813737	5.03897866420387	3.84166864066773
福彩3d交流群	186	743	225	2380	2618	0.217827046	6.21020330151527	5.81564524979049
南京大学	183	2792	431	613	1019	0.040191737	4.96499482915556	4.02986518175175
天猫折扣	183	458	247	185	161	0.01628538	4.28571050073644	2.97418318398527
话痨	183	1181	297	139	353	0.182744332	5.00304263069431	3.75268294389281
实力喊单	183	421	532	174	122	0.282733181	1.56411806395592	0.825010149166298
兄妹	183	14671	64	1747	995	0.682450069	6.39959464913659	5.63129040752293
圣经	183	1543	353	392	1016	0.065583379	5.63912135656795	4.31280735969375
倒萨f	183	2	17	NULL	17	0.347059923	NULL	NULL
捷豹xe	183	4	14	6	9	0.01060296	2.14584175259475	1.38629436111989
娱乐场所	183	4870	329	1750	1907	0.258483762	6.5494256011696	5.85553441496624
好丽友	183	2869	50	217	116	0.19757126	4.60685925201652	3.09971408019245
果粉	183	1038	350	287	470	0.084544167	4.87710900868987	3.8943306704514
知音	183	8814	234	2096	3577	0.259535053	6.46712282806521	5.79747681702825
土豪红包	183	1196	308	1039	366	0.153740087	4.49263106021502	3.44802492775485
补缴养老保险	183	25	356	6	3	0.016798666	1.6094379124341	0.693147180559945
房客	183	583	149	92	359	0.325226271	4.62808888579083	3.62599169344779
北京美女	183	323	89	148	136	0.114277437	4.17444153209243	3.47733154701565
供应链管理	183	697	394	61	96	0.034258945	4.00796977680583	3.28845609812668
天猫刷单	183	137	316	27	41	0.154911273	3.60896712753485	2.55750773907562
滴滴专车	183	365	471	393	455	0.46248587	4.56311830735128	4.45075033319773
独立	182	19878	181	1455	5512	0.217389629	6.86903843104153	6.1631977134164
时时彩带赚	182	49	40	1	11	0.104311313	0	0
影视交流	182	2643	373	1965	976	0.164402572	4.72729845152201	5.4559618295563
英语四六级	182	1086	354	392	632	0.040725623	4.79042444935133	4.09756589716202
兄弟情义	182	4732	164	732	656	0.917344119	5.61897334252319	4.71626558942274
鼻炎	182	1060	401	741	1239	0.075618143	5.02239852586493	4.42194208846033
中兴	182	4811	515	1318	1538	0.097371059	6.15998213173394	4.96923820567295
战地	182	2439	706	1053	860	0.143547978	6.02116892518645	5.21078042907783
男欢女爱	182	3136	225	1738	403	0.154082009	5.52441747892363	5.24772933336675
艾瑞泽5	182	234	255	428	372	0.483865233	4.5447564018528	4.21621307873448
瑞虎7	182	65	136	109	99	0.325682918	4.02844432764666	3.58124030749858
列王的纷争	182	1157	204	346	176	0.103945851	4.8331059955567	3.62785662292285
私家车	182	2774	711	1964	5018	0.025470499	5.92060729872192	4.91589828765694
贵金属原油	182	145	26	51	34	0.006571466	3.31130319559847	2.96694140159096
qq软件	192	545	217	260	229	0.145379585	3.89821886507128	3.68584304536744
胖迪	182	3079	478	1898	1552	0.164567484	5.02585828442358	3.45688519059925
古言	182	323	510	134	519	0.218260776	4.61261473273283	3.28984291890281
百度营销	182	88	41	11	16	0.042843273	2.52751915084157	1.49417513828931
hadoop	304	436	732	229	301	0.383173894	4.40044254990276	3.08414056247792
郑州招聘	182	162	410	279	232	0.032581716	3.60823985797729	2.524151376214
事业编	182	911	800	773	698	0.164567484	4.69849973318884	4.12090134748235
均线战法	182	NULL	23	2	2	0.029508444	1.6094379124341	1.38629436111989
高转送	182	475	124	50	1124	0.164567484	3.5837655894692	3.20828283411579
金俊勉	182	89	403	51	73	0.065965806	4.35826224932373	2.80269696728992
科雷傲	182	106	50	88	85	0.164567484	4.17356268168706	3.55569296123917
d9俱乐部奖金制度	182	1	NULL	NULL	NULL	0.143785543	NULL	NULL
漂流瓶	181	3814	368	1291	874	0.07280359	5.32535097194714	3.83092222473703
欧巴	181	8176	220	1226	1126	0.133714418	6.18108292442247	4.70239215557765
绿茶	181	4043	290	487	685	0.02493119	5.82056179374461	4.72695315355457
假体隆胸	181	55	47	2	16	0.012925909	1.09861228866811	0.693147180559945
建筑工程款票	181	51	NULL	1	5	0.015610457	0	0
质量	181	31555	392	4496	22562	0.10293916	6.77965297581074	5.99206646002831
瓦工	181	1479	910	1159	2386	0.082343915	5.0711904556916	4.8012099816617
妃嫔	181	397	168	61	218	0.358269703	4.61045022201312	2.12183416522382
厂家货源	181	314	404	172	256	0.016809918	4.87483508721436	4.32357736231534
培训机构	181	25268	346	876	2744	0.035762361	5.63595702940614	5.4942275250811
地推	181	1257	532	447	859	0.164567484	5.21394561390374	4.51375539221113
鞍山	181	8076	473	4765	2907	0.015487551	6.942197808835	6.7496221335503
中山大学	181	4682	266	451	766	0.115395143	4.72576898481356	3.7031392312748
企业招聘	181	1618	791	742	3751	0.025678983	5.24763039251677	5.21457340580073
艺术团	181	11114	55	2755	1156	0.141436264	6.96301921215153	5.73035640017439
缠中说禅	181	273	333	213	184	0.544308011	4.85470647032399	4.04507734957032
智能手机	181	2297	419	660	1439	0.033082925	5.23889649799197	5.13034866319714
乒乓	181	5821	334	2368	2133	0.115371721	6.61024971983233	6.12387412242129
国防生	181	596	166	31	61	0.236368835	3.92873649514407	2.68594532466979
万科	181	4791	555	3152	2314	0.04350659	5.80636536772439	5.26818531504288
空包代发	181	289	247	79	142	0.31910832	3.68563054966859	2.49197956303398
重庆时时彩技巧	181	1439	34	4	48	0.031637545	1.09861228866811	0
民乐	181	3049	423	755	650	0.030780793	6.13497136731905	5.48300719188449
唱见	181	286	568	146	388	0.164567484	5.36925404668272	3.96290439089353
top	260	14986	529	3319	2652	0.128717427	6.78863140696059	6.16231031590704
黑客技术	181	1033	297	281	292	0.025291971	3.95635832998652	3.80972682967734
不分离	181	11643	31	1086	988	0.164567484	5.02683192271964	2.97887188246258
长治	181	8066	575	7019	4143	0.059326851	6.22254992506234	5.18810430960036
捕鱼游戏	181	506	254	323	463	0.014413243	4.40219075661501	3.64949177140065
美容养颜	181	563	213	110	277	0.015382224	4.3379673646444	3.76321110594674
钓鱼群	181	4943	572	6710	1516	0.21164851	7.77321919318792	6.32110457658533
时尚潮流	181	2958	268	645	1164	0.048874696	5.94749084293666	4.96655194677576
出售银行卡	180	238	16	2	11	0.009697007	0.693147180559945	0
那情緖、难懂	180	4	NULL	NULL	NULL	0.803393621	NULL	NULL
听音乐	180	3916	316	515	2683	0.054410143	5.01682047442071	4.05829332874343
个股期权	180	356	526	502	740	0.008765668	3.82582938913789	2.98063654406421
名将	180	2665	36	723	525	0.275745358	5.63360891618127	4.23549040587976
免费购物	180	277	315	97	246	0.033455282	4.25735830644915	3.8210045425181
金秀贤	180	703	219	230	232	0.035779546	5.10756990022842	3.43441330827029
大码女装	180	441	194	143	192	0.087307714	4.51442436625209	3.53276296851947
捷豹xj	180	5	8	2	4	0.013723761	0.693147180559945	0
小兵	180	3255	120	470	338	0.169508863	5.75227824565428	4.80659935957018
眉女	180	56	NULL	5	6	0.170074796	2.75191596903112	0.955699891112534
液态气	180	63	206	7	10	0.065580433	2.42827363752287	2.09814738913507
龙王传说	180	1076	869	1092	1025	0.079454478	4.6716879413707	2.62433218804621
平码	180	412	64	61	83	0.164567484	3.82826686626082	2.69081222054019
古风歌曲	180	307	557	162	541	0.044417043	4.529384546351	3.67534560014271
英菲尼迪	180	600	138	249	231	0.021534705	4.51108377764293	3.84276348341463
证原件	180	18	NULL	1	3	0.286467867	1.09861228866811	0
航空	180	14592	391	2856	2478	0.048784534	6.76351483087353	5.74059456069926
黑帮	180	7436	131	1491	431	0.107199595	6.5385606744785	5.62154392150681
sardsg	180	NULL	NULL	NULL	NULL	0.383173894	NULL	NULL
肾病	180	698	597	376	597	0.031091189	4.55445801846332	4.1421903064682
1元秒杀	180	1624	349	104	1953	0.159962371	3.96206731256923	3.31712876858439
硅藻泥	180	974	539	943	1076	0.164567484	5.09734269267734	4.67128351920953
美化	180	4996	792	3368	4839	0.299622532	5.58044862635142	4.62977939842149
皇家	180	30629	214	11155	2927	0.083868513	7.25444064080306	6.68548252943593
杀马特	180	4978	186	703	443	0.124810947	5.40534583872248	4.1349583585838
红包计划	180	278	28	29	26	0.172615658	3.36932075501617	2.04319187054512
爱丽舍	180	391	92	350	321	0.033449877	4.53501672473046	4.19140984748256
招聘打字员	180	315	39	43	71	0.123422879	3.50452313782109	2.33837170480357
交际	179	4387	259	794	1389	0.242046171	5.99992403262986	5.74722973611712
eve	227	3552	781	806	630	0.408620144	6.43818135861056	5.50076148176161
网络销售	179	1011	274	244	498	0.033741444	5.09066317307141	4.77027670898775
空间人气	179	1045	413	179	1172	0.307713932	4.62298545576929	3.4114987762331
神雕侠侣	179	2022	249	515	291	0.319496678	5.38880841606101	3.8848354766272
好票	179	1054	104	23	553	0.522711835	3.40646437987254	3.02802907330741
大神多	179	659	635	1	723	0.532497658	0	0
零投资	179	1554	322	741	1088	0.164567484	5.12848633439444	4.2386093613796
银行卡	1147	4338	187	124	780	0.016381332	4.95239726464925	4.09379245806795
爱丽	179	3296	631	980	1199	0.269626375	5.51060114397821	4.25394204523966
网赚兼职	179	1713	291	687	255	0.009604837	4.69173641996938	4.85420187918269
上海股票	179	773	256	734	868	0.004978633	4.03353048151932	4.55672939692135
传祺gs8	186	54	63	95	36	0.395404543	4.06535424781231	3.64787502899218
牛人	179	6372	122	829	836	0.348431192	6.02333108735806	4.91100885225243
c区	182	1515	112	992	624	0.590238552	5.93855590220089	5.32453400912356
纹眉	179	273	159	60	159	0.011905955	4.07524751143082	3.56339420745368
婴幼儿	179	1747	174	251	860	0.042917582	5.35136650435558	4.85386632857446
奔腾x80	185	212	64	227	135	0.09018945	4.5519370306671	4.09240674436216
星月	179	6938	369	2154	832	0.341412148	6.5859019916758	5.45281557459805
微商学习	179	141	148	67	63	0.064047862	3.80375469394258	3.07659501339578
sisters	195	2147	8	86	36	0.383173894	4.08626634459306	1.70662061688343
考研调剂	179	117	175	153	169	0.026933532	4.36493404158534	4.46492377623277
百科	179	2908	321	990	1416	0.255926043	6.27370462308402	5.8814813220434
劳保票保洁费票	179	NULL	NULL	NULL	NULL	0.061624712	NULL	NULL
兴业银	179	7	1	NULL	NULL	0.120653784	NULL	NULL
明锐	179	582	188	550	466	0.321265839	4.65429634767533	3.97740125036321
万达	179	12906	451	4197	2326	0.065158895	6.50292015714234	6.08319416165216
应援	179	6166	482	7173	5239	0.176807854	6.44085694970678	5.12226965304524
无厘头	179	1214	170	117	214	0.052144611	4.70405803551093	3.44000282276229
黄岛	179	3899	648	4313	1986	0.053094604	5.93063646545771	5.53812312796514
小区业主交流	179	1276	133	548	2030	0.310920704	4.61685119270606	4.49364723562648
cs75	235	316	300	396	394	0.42256238	5.00122361591633	4.2928797556935
招募	179	17860	381	5742	12426	0.21472451	6.87026464292478	6.27145758244992
股票证券	179	337	192	205	113	0.004918301	4.40558234356403	4.04699686955846
长毛怪	179	54	27	5	2	0.249120045	1.6094379124341	0
吴邪	179	511	498	68	178	0.164567484	4.58524920290056	2.93616209901658
查车档	179	14	360	23	22	0.336113026	1.03972077083992	0
猛犬	178	1043	755	2738	1768	0.040457168	5.3133368723727	5.14765026363902
足球竞彩	178	696	30	188	134	0.077100341	4.20503129288661	3.20512505391202
黄冈	178	7496	472	3336	2251	0.021078228	6.63830762826857	6.36814137427005
总经理	178	1826	240	281	858	0.116727096	4.90319921962176	4.26726409148522
网络游戏挂机赚钱	178	168	6	11	9	0.015001528	0	0
lol开黑	232	7044	500	1521	705	0.38572255	4.93839992835411	4.94580389597183
体育彩票	178	1410	164	231	689	0.013446247	4.2379817828055	4.09617989974284
房建	178	2116	939	759	1781	0.03153675	5.36500870163025	4.73263913731818
张家港	178	4795	533	3979	1864	0.030022975	6.67975648194525	6.68897990069085
北京股票	178	733	228	666	924	0.005117018	4.25581512947576	4.41662338098441
五菱荣光	178	129	51	99	83	0.055863215	4.08216328572092	3.43105099043616
戏曲	178	2024	527	1011	1761	0.021829036	5.94830090048167	4.8846728082329
咨询师	178	1041	359	389	545	0.02765614	5.08390265064156	4.269780668181
拍a发b	207	226	556	205	492	0.428027655	4.37655263855026	3.36724057711443
长安cs95	178	27	37	29	28	0.215521087	3.19187142093737	2.94587551737977
吉利车友会	178	301	40	230	146	0.102372411	5.18027746686869	4.97364054026171
美元	178	895	346	168	743	0.074620049	4.98552788389151	3.86641907528907
工商局	178	1019	186	148	428	0.097661391	4.91942860646268	4.0700315149469
阿里	177	11766	392	3355	2960	0.099310094	6.47945775841376	5.83486663336304
地铁房	177	12	79	NULL	11	0.164567484	NULL	NULL
悄悄话	177	6320	96	653	346	0.452332649	5.17329907427262	4.00706556958716
微商培训	177	210	157	67	58	0.012194434	3.95058955717416	3.48093529994596
进口食品	177	626	371	463	439	0.019318027	4.84836058492608	4.32737347589931
淘宝群	177	3437	330	1553	277	0.063252127	5.8207009129166	4.41465724497892
成教	177	4938	281	1814	756	0.128863073	5.69470064531021	5.3058491861981
红包游戏	177	2017	301	502	531	0.054769766	3.69561358820487	3.7610100619985
塑料	177	16772	765	5829	5821	0.034476378	6.24713068981792	5.5562974855018
角色	177	11214	369	936	10065	0.085416516	6.29856652730221	5.18644906611515
刺客信条	177	681	536	310	288	0.108934925	5.09242555495625	3.70172282508414
宝骏510	177	258	191	376	255	0.857654901	4.49898967363925	4.1502061755328
江南	177	25003	425	7141	3816	0.028904819	7.28498254977952	6.94523978700382
北京信用卡	177	414	56	247	61	0.011359209	3.79977767607209	2.92959899570536
兴业银行	177	473	52	52	63	0.026002789	4.13248872547188	3.37928739197935
门派	177	3631	315	950	3408	0.312830852	6.31462237641265	5.05964307252894
beyond	344	5344	781	1841	1483	0.155135267	5.88526764684444	4.44029104763976
共同学习	177	19383	278	175	20699	0.475475901	4.84833824798379	4.31278654571114
手机软件	177	1012	401	390	721	0.020644676	4.82674104193633	4.34369904613925
岳阳	177	8049	399	3115	2171	0.052104292	6.76159727032398	6.75537247638505
盗墓	177	1825	316	564	593	0.039178809	6.08181338369514	4.85207394608743
至尊	177	48866	198	13563	4191	0.301203442	7.204116366993	6.38381012877884
移动流量	177	1097	367	1172	681	0.124082185	4.45749101292524	3.65409509314585
雪铁龙c5	178	112	32	110	63	0.0400185	4.242363865864	3.73238114297839
挽回男友	177	156	35	14	17	0.372318519	0.636514168294813	0
看房	176	1336	157	393	767	0.045118392	4.8653255972285	4.29925049391986
新手交流	176	1982	232	1350	830	0.221193492	5.16376259155652	5.87098843884601
罗志祥	176	1165	318	344	453	0.184777516	5.16617072187481	3.28126955187196
气功	176	1158	631	841	1078	0.079172959	5.47449634603721	4.51708538282057
商业地产	176	1184	478	1096	1187	0.01624604	4.93096925546595	4.55978193323572
nba球迷	178	420	59	343	221	0.088004214	3.72269796455918	3.31291815698286
主机	176	2580	711	932	2099	0.130167685	6.02110588337865	5.34927420847979
贷款交流	176	1529	123	1242	509	0.020897095	5.00536685981024	5.36680752311381
已婚	176	5676	389	1241	4460	0.191483499	5.38219512882274	5.1672874973221
罗湖	176	2389	510	936	1024	0.057537961	5.82021987281705	4.70503971740091
股票散户	176	2228	233	1300	2600	0.004212059	4.48395586340672	5.54453743613432
经传	176	895	95	253	158	0.115384945	4.71401573152791	4.17666829313913
德指	176	159	272	107	295	0.724441951	3.54154195799786	2.84121378368126
nbjmbm	176	NULL	NULL	NULL	NULL	0.383173894	NULL	NULL
中国农业银行	176	316	17	14	40	0.010969934	2.30461938482067	1.47507631105469
中国建设银行	176	277	14	14	44	0.030261696	1.94591014905531	0.693147180559945
塑身	176	702	244	189	306	0.022993743	4.87462152670296	3.82382956446806
特色小吃	176	742	318	180	627	0.095482816	4.47470560257034	4.06115641665662
夜色	176	13257	359	7891	1488	0.289308561	6.58786182266699	5.99850597954822
哈皮	176	5010	133	464	873	0.065965806	5.51954049185396	4.64923468930498
注射隆鼻	176	79	53	NULL	27	0.02121798	NULL	NULL
一码	176	180	11	11	11	0.250159918	0	0
金俊绵	176	71	309	3	36	0.065965806	2.36938211969468	1.09861228866811
大庆	176	11528	430	6960	3373	0.04237241	7.00327071243951	6.90526328027788
淘宝优惠券购物群	176	376	78	177	52	0.008575308	4.03091648841225	0.867563228481461
